millis,temp,output
924558,18.64,0.00
925555,18.67,0.00
926552,18.74,0.00
927549,18.74,0.00
928546,18.77,0.00
929544,18.84,0.00
930541,18.81,0.00
931537,18.84,0.00
932535,18.91,0.00
933532,18.87,0.00
934530,18.91,0.00
935526,19.01,0.00
936523,19.01,1.44
937521,19.04,1.44
938518,19.04,7.37
939515,19.04,7.37
940513,19.11,19.19
941509,19.21,19.19
942507,19.21,36.90
943504,19.24,36.90
944501,19.24,42.82
945499,19.28,42.82
946496,19.38,66.46
947492,19.24,66.46
948490,19.38,66.46
949487,19.41,66.46
950484,19.45,78.28
951482,19.48,78.28
952479,19.51,90.10
953477,19.51,90.10
954474,19.45,78.28
955470,19.62,78.28
956468,19.65,113.73
957465,19.62,113.73
958462,19.72,125.55
959460,19.65,125.55
960457,19.62,107.81
961455,19.65,107.81
962452,19.48,84.17
963449,19.31,84.17
964446,19.28,48.72
965443,19.18,48.72
966440,18.97,0.00
967438,19.04,0.00
968435,18.97,0.00
969432,18.91,0.00
970429,18.81,0.00
971426,18.70,0.00
972424,18.57,0.00
973421,18.54,0.00
974417,18.40,0.00
975415,18.37,0.00
976412,18.37,0.00
977410,18.30,0.00
978407,18.23,0.00
979403,18.23,0.00
980401,18.27,0.00
981398,18.20,0.00
982395,18.16,0.00
983392,18.20,0.00
984389,18.16,0.00
985387,18.16,0.00
986384,18.13,0.00
987380,18.13,0.00
988378,18.16,0.00
989375,18.13,0.00
990372,18.20,0.00
991370,18.23,0.00
992366,18.27,0.00
993363,18.27,0.00
994361,18.23,0.00
995358,18.20,0.00
996356,18.30,0.00
997352,18.30,0.00
998349,18.33,0.00
999347,18.33,0.00
1000344,18.37,0.00
1001340,18.33,0.00
1002338,18.40,0.00
1003335,18.40,0.00
1004333,18.43,0.00
1005330,18.40,0.00
1006327,18.43,0.00
1007324,18.47,0.00
1008321,18.50,0.00
1009318,18.54,0.00
1010316,18.50,0.00
1011313,18.47,0.00
1012311,18.50,0.00
1013307,18.54,0.00
1014304,18.57,0.00
1015302,18.57,0.00
1016299,18.57,0.00
1017296,18.57,0.00
1018294,18.60,0.00
1019290,18.64,0.00
1020288,18.67,0.00
1021285,18.70,0.00
1022282,18.70,0.00
1023280,18.70,0.00
1024276,18.74,0.00
1025273,18.74,0.00
1026271,18.74,0.00
1027268,18.74,0.00
1028265,18.81,0.00
1029263,18.81,0.00
1030259,18.81,0.00
1031257,18.84,0.00
1032254,18.87,0.00
1033251,18.87,0.00
1034249,18.87,0.00
1035245,18.87,0.00
1036242,18.87,0.00
1037240,18.94,0.00
1038237,18.94,0.00
1039235,18.94,0.00
1040232,18.94,0.00
1041228,18.97,0.00
1042226,19.01,1.44
1043223,19.01,1.44
1044220,19.04,7.37
1045218,19.14,7.37
1046215,19.11,19.19
1047213,19.11,19.19
1048210,19.14,25.08
1049206,19.08,25.08
1050204,19.11,19.19
1051201,19.08,19.19
1052198,19.11,19.19
1053196,19.18,19.19
1054193,19.18,31.01
1055191,19.14,31.01
1056188,19.18,31.01
1057185,19.14,31.01
1058183,19.24,42.82
1059179,19.21,42.82
1060176,19.18,31.01
1061174,19.11,31.01
1062171,19.21,36.90
1063169,19.18,36.90
1064166,19.14,25.08
1065163,19.18,25.08
1066161,19.21,36.90
1067158,19.18,36.90
1068155,19.14,25.08
1069152,19.18,25.08
1070149,19.14,25.08
1071147,19.21,25.08
1072144,19.18,31.01
1073141,19.18,31.01
1074139,19.14,25.08
1075136,19.01,25.08
1076133,19.08,13.30
1077131,19.11,13.30
1078127,19.08,13.30
1079124,19.11,13.30
1080122,19.01,1.44
1081119,19.08,1.44
1082117,19.14,25.08
1083114,18.97,25.08
1084111,19.08,13.30
1085109,18.94,13.30
1086106,18.94,0.00
1087102,19.01,0.00
1088100,19.01,1.44
1089097,18.91,1.44
1090095,18.91,0.00
1091092,18.94,0.00
1092089,19.01,1.44
1093086,18.94,1.44
1094083,18.91,0.00
1095080,18.91,0.00
1096078,18.94,0.00
1097075,18.97,0.00
1098073,19.01,1.44
1099069,19.01,1.44
1100066,19.04,7.37
1101064,19.04,7.37
1102061,18.87,0.00
1103058,19.01,0.00
1104056,19.08,13.30
1105053,19.04,13.30
1106050,19.11,19.19
1107047,19.08,19.19
1108044,19.11,19.19
1109042,19.08,19.19
1110039,19.14,25.08
1111036,19.14,25.08
1112034,19.21,36.90
1113031,19.18,36.90
1114029,19.14,25.08
1115026,19.14,25.08
1116022,19.14,25.08
1117020,19.18,25.08
1118017,19.24,42.82
1119014,19.14,42.82
1120012,19.14,25.08
1121009,19.08,25.08
1122007,19.11,19.19
1123004,19.14,19.19
1124001,19.21,36.90
1124999,19.18,36.90
1125995,19.18,31.01
1126992,19.18,31.01
1127990,19.11,19.19
1128987,19.14,19.19
1129985,19.14,25.08
1130982,19.11,25.08
1131979,19.04,7.37
1132977,19.11,7.37
1133974,19.08,13.30
1134970,19.01,13.30
1135968,19.08,13.30
1136965,19.14,13.30
1137963,19.04,7.37
1138960,19.08,7.37
1139957,19.11,19.19
1140955,19.04,19.19
1141952,19.04,7.37
1142949,18.97,7.37
1143946,18.94,0.00
1144943,19.04,0.00
1145940,19.04,7.37
1146938,19.04,7.37
1147935,18.97,0.00
1148933,19.01,0.00
1149929,19.04,7.37
1150926,18.97,7.37
1151924,19.04,7.37
1152921,19.11,7.37
1153918,19.01,1.44
1154916,19.01,1.44
1155913,19.14,25.08
1156910,19.08,25.08
1157907,19.08,13.30
1158904,19.14,13.30
1159902,19.14,25.08
1160899,19.08,25.08
1161896,19.04,7.37
1162894,19.08,7.37
1163891,19.04,7.37
1164888,19.04,7.37
1165885,19.18,31.01
1166882,19.18,31.01
1167880,19.18,31.01
1168877,19.08,31.01
1169874,19.14,25.08
1170872,19.21,25.08
1171869,19.14,25.08
1172867,19.21,25.08
1173864,19.08,13.30
1174860,19.14,13.30
1175858,19.14,25.08
1176855,19.14,25.08
1177852,19.18,31.01
1178850,19.24,31.01
1179847,19.24,42.82
1180845,19.18,42.82
1181842,19.21,36.90
1182839,19.08,36.90
1183836,19.14,25.08
1184833,19.01,25.08
1185830,19.18,31.01
1186828,19.11,31.01
1187825,19.11,19.19
1188823,19.08,19.19
1189820,19.08,13.30
1190817,19.04,13.30
1191815,19.04,7.37
1192812,19.01,7.37
1193808,19.08,13.30
1194806,19.08,13.30
1195803,19.08,13.30
1196801,19.04,13.30
1197798,18.97,0.00
1198795,18.97,0.00
1199793,19.01,1.44
1200789,19.01,1.44
1201786,18.91,0.00
1202784,19.01,0.00
1203781,19.01,1.44
1204779,18.97,1.44
1205776,19.08,13.30